"div","yr","pdsi","mon"
1,2004,-3.7,7
1,2005,-0.27,7
1,2006,-3.16,7
1,2007,-5.42,7
1,2008,-2.15,7
1,2009,-2.79,7
1,2010,-0.68,7
1,2011,-0.22,7
1,2012,-2.67,7
1,2013,-3.29,7
1,2014,-4.43,7
1,2015,-1.84,7
1,2016,-2.72,7
1,2017,2.07,7
1,2018,-3.41,7
1,2019,-0.71,7
1,2020,-0.97,7
3,1985,2.82,7
3,1986,1.81,7
3,1987,-0.51,7
3,1988,2.19,7
3,1989,-3.72,7
3,1990,1.21,7
3,1991,-0.32,7
3,1992,3.4,7
3,1993,-1,7
3,1994,-2.75,7
3,1995,-0.57,7
3,1996,-5.09,7
3,1997,-4.15,7
3,1998,4.03,7
3,1999,1.06,7
3,2000,-4.53,7
3,2001,-0.56,7
3,2002,-5.76,7
3,2003,-3.23,7
3,2004,-3.88,7
3,2005,-0.22,7
3,2006,-4.28,7
3,2007,-4.71,7
3,2008,-0.95,7
3,2009,-2.07,7
3,2010,-0.07,7
3,2011,-2.05,7
3,2012,-2.92,7
3,2013,-2.82,7
3,2014,-4.22,7
3,2015,-0.98,7
3,2016,-3.55,7
3,2017,1.48,7
3,2018,0.86,7
3,2019,-0.76,7
3,2020,-1.09,7
5,1985,2.73,7
5,1986,0.51,7
5,1987,-1.6,7
5,1988,0,7
5,1989,-1.88,7
5,1990,-1.74,7
5,1991,-0.98,7
5,1992,3.83,7
5,1993,-0.8,7
5,1994,-1.22,7
5,1995,-0.53,7
5,1996,-4.29,7
5,1997,-3.41,7
5,1998,5.64,7
5,1999,1.4,7
5,2000,-3.56,7
5,2001,-0.79,7
5,2002,-3.86,7
5,2003,-2.3,7
5,2004,-3.05,7
5,2005,7.2,7
5,2006,-2.27,7
5,2007,-2.11,7
5,2008,-1.34,7
5,2009,-2.15,7
5,2010,-0.63,7
5,2011,-1.06,7
5,2012,1.33,7
5,2013,1.3,7
5,2014,0.79,7
5,2015,-0.99,7
5,2016,-2.56,7
5,2017,-0.59,7
5,2018,1.64,7
5,2019,-1.41,7
5,2020,-1.41,7
6,1985,2.99,7
6,1986,0.36,7
6,1987,-1.13,7
6,1988,-0.82,7
6,1989,-2.82,7
6,1990,1.09,7
6,1991,-0.7,7
6,1992,5.49,7
6,1993,6.25,7
6,1994,-1.57,7
6,1995,-0.96,7
6,1996,-3.37,7
6,1997,-4.43,7
6,1998,5.12,7
6,1999,1.49,7
6,2000,-3.86,7
6,2001,-0.78,7
6,2002,-4.49,7
6,2003,-2.34,7
6,2004,-3.44,7
6,2005,-0.42,7
6,2006,-2.66,7
6,2007,-3.21,7
6,2008,1.5,7
6,2009,-2.88,7
6,2010,-0.03,7
6,2011,-3.09,7
6,2012,-3.43,7
6,2013,-2.4,7
6,2014,-3.81,7
6,2015,-1.72,7
6,2016,-3.28,7
6,2017,-1.64,7
6,2018,0.87,7
6,2019,-0.57,7
6,2020,0.64,7
7,1985,5.53,7
7,1986,1.57,7
7,1987,-0.61,7
7,1988,0.45,7
7,1989,-3.32,7
7,1990,1.84,7
7,1991,2.53,7
7,1992,6.25,7
7,1993,5.73,7
7,1994,-2.8,7
7,1995,-1.03,7
7,1996,-3.71,7
7,1997,-3.6,7
7,1998,4.91,7
7,1999,-1.64,7
7,2000,-4.4,7
7,2001,-0.18,7
7,2002,-4.3,7
7,2003,-3.74,7
7,2004,-3.02,7
7,2005,-0.8,7
7,2006,-3.02,7
7,2007,-2.17,7
7,2008,1.31,7
7,2009,-3.12,7
7,2010,2.35,7
7,2011,-3.99,7
7,2012,-3.09,7
7,2013,-3.09,7
7,2014,0.22,7
7,2015,0.48,7
7,2016,-2.24,7
7,2017,-1.72,7
7,2018,-4.2,7
7,2019,-1.01,7
7,2020,-1.1,7
1,1985,-1.12,8
1,1986,-1.85,8
1,1987,-1.61,8
1,1988,2.61,8
1,1989,-3.67,8
1,1990,0.74,8
1,1991,-0.79,8
1,1992,2.76,8
1,1993,-0.82,8
1,1994,-3.47,8
1,1995,-0.98,8
1,1996,-5.69,8
1,1997,0,8
1,1998,3.19,8
1,1999,-1.65,8
1,2000,-4.29,8
1,2001,-2.4,8
1,2002,-6.39,8
1,2003,-2.76,8
1,2004,-3.8,8
1,2005,-0.07,8
1,2006,-3.69,8
1,2007,-5.21,8
1,2008,-2.24,8
1,2009,-3.49,8
1,2010,-1.07,8
1,2011,-1.31,8
1,2012,-1.85,8
1,2013,-2.81,8
1,2014,-3.02,8
1,2015,-1.74,8
1,2016,0.61,8
1,2017,-0.46,8
1,2018,-3.27,8
1,2019,-1.81,8
1,2020,-2.1,8
3,1985,1.42,8
3,1986,1.74,8
3,1987,-0.66,8
3,1988,3.3,8
3,1989,-3.76,8
3,1990,1,8
3,1991,-0.72,8
3,1992,4.47,8
3,1993,-0.69,8
3,1994,-3.17,8
3,1995,-0.73,8
3,1996,-5.39,8
3,1997,-3.82,8
3,1998,3.86,8
3,1999,0.51,8
3,2000,-3.69,8
3,2001,-0.59,8
3,2002,-6.64,8
3,2003,-2.72,8
3,2004,-4.15,8
3,2005,-0.08,8
3,2006,-4.2,8
3,2007,-5.07,8
3,2008,-0.89,8
3,2009,-3.05,8
3,2010,-0.43,8
3,2011,-3.14,8
3,2012,-2.56,8
3,2013,-2.33,8
3,2014,-2.41,8
3,2015,-1.51,8
3,2016,0.78,8
3,2017,-0.43,8
3,2018,-0.04,8
3,2019,-1.96,8
3,2020,-2.36,8
5,1985,1.35,8
5,1986,-0.47,8
5,1987,-1.98,8
5,1988,1.66,8
5,1989,-2.04,8
5,1990,-1.61,8
5,1991,-1.55,8
5,1992,3.61,8
5,1993,-0.89,8
5,1994,-1.6,8
5,1995,-1.4,8
5,1996,-4.25,8
5,1997,-3.64,8
5,1998,4.57,8
5,1999,-0.82,8
5,2000,-3.28,8
5,2001,-1.07,8
5,2002,-4.61,8
5,2003,-2.37,8
5,2004,-3.52,8
5,2005,7.5,8
5,2006,-2.42,8
5,2007,-2.82,8
5,2008,-1.26,8
5,2009,-2.8,8
5,2010,-1.13,8
5,2011,-1.84,8
5,2012,1.38,8
5,2013,1.07,8
5,2014,1.7,8
5,2015,-1.62,8
5,2016,-2.6,8
5,2017,-1.03,8
5,2018,0.9,8
5,2019,-2.37,8
5,2020,-2.36,8
6,1985,2.03,8
6,1986,0.33,8
6,1987,-1.34,8
6,1988,0.79,8
6,1989,-3.16,8
6,1990,2.01,8
6,1991,-1.26,8
6,1992,5.83,8
6,1993,6.34,8
6,1994,-2.19,8
6,1995,-0.83,8
6,1996,-3.38,8
6,1997,-3.87,8
6,1998,-0.14,8
6,1999,1.22,8
6,2000,-3.68,8
6,2001,-0.97,8
6,2002,-5.03,8
6,2003,-2.18,8
6,2004,-3.62,8
6,2005,-0.18,8
6,2006,-2.37,8
6,2007,-3.42,8
6,2008,1.61,8
6,2009,-3.5,8
6,2010,-0.37,8
6,2011,-3.54,8
6,2012,-2.94,8
6,2013,-2.49,8
6,2014,-2.56,8
6,2015,-2,8
6,2016,-2.85,8
6,2017,-1.83,8
6,2018,0.82,8
6,2019,-1.5,8
6,2020,-2.33,8
7,1985,4.54,8
7,1986,2.05,8
7,1987,-0.2,8
7,1988,1.4,8
7,1989,-3.58,8
7,1990,2.1,8
7,1991,2.16,8
7,1992,6.58,8
7,1993,6.31,8
7,1994,-2.95,8
7,1995,-0.99,8
7,1996,-3.36,8
7,1997,-3.36,8
7,1998,-0.33,8
7,1999,-0.74,8
7,2000,-3.54,8
7,2001,-0.21,8
7,2002,-4.42,8
7,2003,-4.11,8
7,2004,-3.15,8
7,2005,-0.48,8
7,2006,-2.38,8
7,2007,-2.09,8
7,2008,1.64,8
7,2009,-3.93,8
7,2010,-0.16,8
7,2011,-4.02,8
7,2012,-3.35,8
7,2013,-2.84,8
7,2014,1.03,8
7,2015,0.01,8
7,2016,-1.97,8
7,2017,-2.28,8
7,2018,-4.1,8
7,2019,-1.61,8
7,2020,-2.44,8
1,1985,0.12,9
1,1986,-1.19,9
1,1987,-1.7,9
1,1988,-0.59,9
1,1989,-3.92,9
1,1990,1.3,9
1,1991,-0.4,9
1,1992,1.94,9
1,1993,-1.41,9
1,1994,-3.5,9
1,1995,-1.26,9
1,1996,-5.45,9
1,1997,1.72,9
1,1998,3.84,9
1,1999,-1.14,9
1,2000,-4.54,9
1,2001,-2.84,9
1,2002,-5.47,9
1,2003,-2.71,9
1,2004,-3.54,9
1,2005,-0.72,9
1,2006,-3.44,9
1,2007,-4.52,9
1,2008,-2.64,9
1,2009,-3.69,9
1,2010,-1.71,9
1,2011,-1.14,9
1,2012,-1.91,9
1,2013,-1.44,9
1,2014,-1.52,9
1,2015,-1.92,9
1,2016,0.55,9
1,2017,-0.17,9
1,2018,-3.6,9
1,2019,-2,9
1,2020,-2.71,9
3,1985,1.49,9
3,1986,2.11,9
3,1987,-0.9,9
3,1988,-0.65,9
3,1989,-4.18,9
3,1990,1.72,9
3,1991,-0.72,9
3,1992,3.34,9
3,1993,-1.33,9
3,1994,0.18,9
3,1995,-0.32,9
3,1996,-4.52,9
3,1997,1.27,9
3,1998,3.83,9
3,1999,1.84,9
3,2000,-4.24,9
3,2001,-1.32,9
3,2002,-5.35,9
3,2003,-2.85,9
3,2004,0.53,9
3,2005,-0.84,9
3,2006,-3.4,9
3,2007,-4.72,9
3,2008,-1.33,9
3,2009,-3.32,9
3,2010,-1.2,9
3,2011,-3.12,9
3,2012,-2.7,9
3,2013,-1.85,9
3,2014,-1.26,9
3,2015,-1.65,9
3,2016,0.73,9
3,2017,-0.72,9
3,2018,-0.84,9
3,2019,-1.32,9
3,2020,-3.1,9
5,1985,1.92,9
5,1986,0.29,9
5,1987,-2.03,9
5,1988,-0.67,9
5,1989,-2.56,9
5,1990,-1.06,9
5,1991,-1.35,9
5,1992,2.51,9
5,1993,-1.51,9
5,1994,-1.12,9
5,1995,-1.93,9
5,1996,-3.67,9
5,1997,2.04,9
5,1998,5.01,9
5,1999,-0.83,9
5,2000,-3.7,9
5,2001,-1.7,9
5,2002,-4.06,9
5,2003,-2.25,9
5,2004,0,9
5,2005,-0.65,9
5,2006,-1.87,9
5,2007,-2.61,9
5,2008,-1.59,9
5,2009,-2.64,9
5,2010,-1.77,9
5,2011,-1.84,9
5,2012,1.59,9
5,2013,2,9
5,2014,2.26,9
5,2015,-1.5,9
5,2016,-2.72,9
5,2017,-0.83,9
5,2018,0.09,9
5,2019,1.23,9
5,2020,-2.9,9
6,1985,2.7,9
6,1986,0.16,9
6,1987,-1.45,9
6,1988,-0.66,9
6,1989,-3.5,9
6,1990,2.53,9
6,1991,-1.4,9
6,1992,4.61,9
6,1993,5.04,9
6,1994,0.2,9
6,1995,-0.78,9
6,1996,-2.44,9
6,1997,-3.51,9
6,1998,-0.02,9
6,1999,1.37,9
6,2000,-4.07,9
6,2001,-1.72,9
6,2002,-4.23,9
6,2003,-2.14,9
6,2004,-3.43,9
6,2005,-0.83,9
6,2006,-1.7,9
6,2007,-3.42,9
6,2008,-0.61,9
6,2009,-3.61,9
6,2010,-0.95,9
6,2011,-3.55,9
6,2012,-2.77,9
6,2013,-2.08,9
6,2014,-0.62,9
6,2015,-1.43,9
6,2016,-2.79,9
6,2017,-2.32,9
6,2018,0.45,9
6,2019,0.95,9
6,2020,-2.98,9
7,1985,5,9
7,1986,1.45,9
7,1987,-0.17,9
7,1988,1.07,9
7,1989,-4.03,9
7,1990,2.3,9
7,1991,1.93,9
7,1992,5.23,9
7,1993,-0.65,9
7,1994,0.09,9
7,1995,-0.96,9
7,1996,-2.36,9
7,1997,-3,9
7,1998,-0.78,9
7,1999,-0.58,9
7,2000,-4.18,9
7,2001,-0.8,9
7,2002,-3.99,9
7,2003,-3.85,9
7,2004,0.02,9
7,2005,-1.07,9
7,2006,-1.51,9
7,2007,-2.18,9
7,2008,-0.14,9
7,2009,-3.97,9
7,2010,-0.7,9
7,2011,-3.58,9
7,2012,-2.67,9
7,2013,-2.21,9
7,2014,2.19,9
7,2015,0.76,9
7,2016,-0.89,9
7,2017,-2.95,9
7,2018,0.21,9
7,2019,1.01,9
7,2020,-3.27,9
1,1985,0.15,10
1,1986,-0.95,10
1,1987,0.88,10
1,1988,-1.28,10
1,1989,-3.72,10
1,1990,-0.37,10
1,1991,-0.72,10
1,1992,2.6,10
1,1993,-1.25,10
1,1994,-3.3,10
1,1995,-1.79,10
1,1996,-4.99,10
1,1997,1.13,10
1,1998,3.55,10
1,1999,-1.74,10
1,2000,-2.86,10
1,2001,-2.97,10
1,2002,-4.74,10
1,2003,-3.19,10
1,2004,2.56,10
1,2005,0.89,10
1,2006,-2.62,10
1,2007,-4.61,10
1,2008,-2.88,10
1,2009,-3.8,10
1,2010,0.98,10
1,2011,-0.63,10
1,2012,-1.73,10
1,2013,-1.61,10
1,2014,-2.01,10
1,2015,-1.05,10
1,2016,-0.36,10
1,2017,-0.83,10
1,2018,0.74,10
1,2019,-2.3,10
1,2020,-3.22,10
3,1985,1.59,10
3,1986,2.18,10
3,1987,1.14,10
3,1988,-1.09,10
3,1989,-3.94,10
3,1990,-0.32,10
3,1991,-0.95,10
3,1992,2.83,10
3,1993,-0.79,10
3,1994,0.04,10
3,1995,-0.99,10
3,1996,-4.5,10
3,1997,0.75,10
3,1998,3.64,10
3,1999,-0.76,10
3,2000,2.3,10
3,2001,-1.43,10
3,2002,-4.8,10
3,2003,-3.37,10
3,2004,2.2,10
3,2005,-0.63,10
3,2006,-2.91,10
3,2007,-4.82,10
3,2008,-1.9,10
3,2009,-3.55,10
3,2010,0.87,10
3,2011,-2.99,10
3,2012,-3.02,10
3,2013,-2.07,10
3,2014,-1.69,10
3,2015,-0.79,10
3,2016,0.08,10
3,2017,-1.42,10
3,2018,1.47,10
3,2019,-1.8,10
3,2020,-3.61,10
5,1985,2.46,10
5,1986,0.77,10
5,1987,1.02,10
5,1988,-1.02,10
5,1989,-2.53,10
5,1990,-1.26,10
5,1991,-1.35,10
5,1992,1.99,10
5,1993,-1.67,10
5,1994,-1.44,10
5,1995,-2.33,10
5,1996,-3.83,10
5,1997,1.33,10
5,1998,-0.44,10
5,1999,-1.43,10
5,2000,1.24,10
5,2001,-2.09,10
5,2002,-3.81,10
5,2003,-2.86,10
5,2004,2.08,10
5,2005,-0.24,10
5,2006,-1.64,10
5,2007,-2.87,10
5,2008,-2.05,10
5,2009,-2.85,10
5,2010,-1.43,10
5,2011,-2.17,10
5,2012,-0.34,10
5,2013,1.38,10
5,2014,-0.51,10
5,2015,-0.96,10
5,2016,-3.04,10
5,2017,-1.44,10
5,2018,1.45,10
5,2019,0.61,10
5,2020,-3.31,10
6,1985,2.99,10
6,1986,0.59,10
6,1987,0.11,10
6,1988,-0.18,10
6,1989,-3.08,10
6,1990,1.82,10
6,1991,-0.02,10
6,1992,3.71,10
6,1993,4.61,10
6,1994,0.21,10
6,1995,-1.37,10
6,1996,-2.57,10
6,1997,-3.41,10
6,1998,-0.14,10
6,1999,-0.75,10
6,2000,2.28,10
6,2001,-2.03,10
6,2002,-4.04,10
6,2003,-2.65,10
6,2004,0.64,10
6,2005,-1.12,10
6,2006,-1.75,10
6,2007,-3.73,10
6,2008,-1.2,10
6,2009,-3.78,10
6,2010,-0.92,10
6,2011,-3.74,10
6,2012,-3.16,10
6,2013,-2.33,10
6,2014,-0.72,10
6,2015,-0.77,10
6,2016,-3.14,10
6,2017,-2.88,10
6,2018,2.35,10
6,2019,0.25,10
6,2020,-3.48,10
7,1985,5.5,10
7,1986,1.44,10
7,1987,-0.58,10
7,1988,1.73,10
7,1989,-3.02,10
7,1990,1.77,10
7,1991,1.3,10
7,1992,4.22,10
7,1993,-0.65,10
7,1994,-0.11,10
7,1995,-1.45,10
7,1996,-1.98,10
7,1997,-2.86,10
7,1998,-1.03,10
7,1999,-1.35,10
7,2000,2.88,10
7,2001,-1.16,10
7,2002,-3.87,10
7,2003,-3.95,10
7,2004,-0.07,10
7,2005,-1.33,10
7,2006,-1.43,10
7,2007,-2.6,10
7,2008,-0.69,10
7,2009,-4.06,10
7,2010,-0.95,10
7,2011,-3.84,10
7,2012,-3.2,10
7,2013,-2.63,10
7,2014,2.03,10
7,2015,1.09,10
7,2016,-1.53,10
7,2017,-3.5,10
7,2018,1.71,10
7,2019,-0.7,10
7,2020,-3.79,10
1,1985,1.18,11
1,1986,-0.9,11
1,1987,1.9,11
1,1988,-1.43,11
1,1989,-4,11
1,1990,-0.69,11
1,1991,-0.86,11
1,1992,1.88,11
1,1993,-0.85,11
1,1994,0.27,11
1,1995,-2.19,11
1,1996,-4.26,11
1,1997,0.78,11
1,1998,3.27,11
1,1999,-2.34,11
1,2000,-2.85,11
1,2001,-3.02,11
1,2002,-4.41,11
1,2003,-2.73,11
1,2004,3.92,11
1,2005,-0.57,11
1,2006,-3.03,11
1,2007,-4.7,11
1,2008,-2.59,11
1,2009,-4.05,11
1,2010,0.49,11
1,2011,-0.59,11
1,2012,-2.26,11
1,2013,-1.28,11
1,2014,-2.42,11
1,2015,-1.17,11
1,2016,-0.67,11
1,2017,-1.59,11
1,2018,-0.38,11
1,2019,1.64,11
1,2020,-3.37,11
3,1985,3.23,11
3,1986,-0.24,11
3,1987,1.98,11
3,1988,-1.16,11
3,1989,-4.21,11
3,1990,-0.57,11
3,1991,0.37,11
3,1992,2.08,11
3,1993,-0.23,11
3,1994,0.01,11
3,1995,-1.48,11
3,1996,-4.3,11
3,1997,0.27,11
3,1998,3.32,11
3,1999,-1.48,11
3,2000,2.09,11
3,2001,-1.69,11
3,2002,-4.54,11
3,2003,-2.71,11
3,2004,3.26,11
3,2005,-1.2,11
3,2006,-3.32,11
3,2007,-4.76,11
3,2008,-1.53,11
3,2009,-3.88,11
3,2010,0.4,11
3,2011,-2.74,11
3,2012,-3.37,11
3,2013,-1.14,11
3,2014,-2.17,11
3,2015,-0.76,11
3,2016,0.05,11
3,2017,-2.12,11
3,2018,1.02,11
3,2019,1.52,11
3,2020,-3.83,11
5,1985,3.7,11
5,1986,0.71,11
5,1987,1.24,11
5,1988,-1.28,11
5,1989,-2.79,11
5,1990,-1.55,11
5,1991,-1.4,11
5,1992,1.42,11
5,1993,-0.53,11
5,1994,-1.36,11
5,1995,-2.69,11
5,1996,-3.9,11
5,1997,0.74,11
5,1998,-0.4,11
5,1999,-1.92,11
5,2000,0.92,11
5,2001,-2.45,11
5,2002,-3.72,11
5,2003,-2.38,11
5,2004,3.15,11
5,2005,-0.74,11
5,2006,-2.07,11
5,2007,-2.79,11
5,2008,-1.32,11
5,2009,-3.12,11
5,2010,-1.72,11
5,2011,-1.48,11
5,2012,-0.91,11
5,2013,2.16,11
5,2014,-1.02,11
5,2015,-1.13,11
5,2016,-3.16,11
5,2017,-2.06,11
5,2018,0.93,11
5,2019,1.74,11
5,2020,-3.52,11
6,1985,3.79,11
6,1986,0.32,11
6,1987,0.44,11
6,1988,-0.22,11
6,1989,-3.31,11
6,1990,1.43,11
6,1991,0.25,11
6,1992,2.95,11
6,1993,5.39,11
6,1994,0.39,11
6,1995,-1.46,11
6,1996,-2.68,11
6,1997,-3.43,11
6,1998,-0.32,11
6,1999,-1.45,11
6,2000,2.26,11
6,2001,-2.45,11
6,2002,-3.88,11
6,2003,-2.24,11
6,2004,0.88,11
6,2005,-1.66,11
6,2006,-2.26,11
6,2007,-3.6,11
6,2008,-1.27,11
6,2009,-4.05,11
6,2010,-1.29,11
6,2011,-3.3,11
6,2012,-3.48,11
6,2013,-1.16,11
6,2014,-1.28,11
6,2015,-0.84,11
6,2016,-2.94,11
6,2017,-3.48,11
6,2018,1.79,11
6,2019,1.79,11
6,2020,-3.77,11
7,1985,5.7,11
7,1986,1.67,11
7,1987,-0.57,11
7,1988,-0.11,11
7,1989,-3.29,11
7,1990,1.78,11
7,1991,1.45,11
7,1992,3.39,11
7,1993,-0.06,11
7,1994,1.34,11
7,1995,-1.52,11
7,1996,-2.08,11
7,1997,-2.64,11
7,1998,-0.95,11
7,1999,-2.06,11
7,2000,3.49,11
7,2001,-1.64,11
7,2002,-3.8,11
7,2003,-3.27,11
7,2004,0.21,11
7,2005,-1.94,11
7,2006,-2.02,11
7,2007,-2.55,11
7,2008,-0.88,11
7,2009,-4.21,11
7,2010,-1.38,11
7,2011,-3.31,11
7,2012,-3.44,11
7,2013,-1.75,11
7,2014,1.32,11
7,2015,-0.12,11
7,2016,-1.56,11
7,2017,-4.07,11
7,2018,1.24,11
7,2019,1.98,11
7,2020,-4.1,11
1,1985,-0.45,12
1,1986,-0.7,12
1,1987,1.72,12
1,1988,-1.56,12
1,1989,-4.14,12
1,1990,-1.04,12
1,1991,-0.92,12
1,1992,2.4,12
1,1993,-1.13,12
1,1994,0.51,12
1,1995,-2.6,12
1,1996,-4.29,12
1,1997,0.43,12
1,1998,-0.56,12
1,1999,-2.77,12
1,2000,-3.27,12
1,2001,-2.88,12
1,2002,-4.36,12
1,2003,-2.61,12
1,2004,4.07,12
1,2005,-1.18,12
1,2006,-3.2,12
1,2007,-3.36,12
1,2008,-1.71,12
1,2009,0.33,12
1,2010,1.45,12
1,2011,-0.58,12
1,2012,-1.74,12
1,2013,-1.66,12
1,2014,-2.06,12
1,2015,-1.39,12
1,2016,1.14,12
1,2017,-2.24,12
1,2018,-0.8,12
1,2019,2.02,12
1,2020,-3.63,12
3,1985,2.51,12
3,1986,-0.23,12
3,1987,1.91,12
3,1988,-1.59,12
3,1989,-4.21,12
3,1990,-0.88,12
3,1991,0.57,12
3,1992,3.09,12
3,1993,-0.69,12
3,1994,0.4,12
3,1995,-2.06,12
3,1996,-4.56,12
3,1997,0.54,12
3,1998,-0.57,12
3,1999,-2.09,12
3,2000,1.3,12
3,2001,-1.83,12
3,2002,-4.57,12
3,2003,-2.81,12
3,2004,3.71,12
3,2005,-1.89,12
3,2006,-3.59,12
3,2007,-3.57,12
3,2008,-0.73,12
3,2009,0.43,12
3,2010,0.71,12
3,2011,-2.03,12
3,2012,-2.92,12
3,2013,-1.36,12
3,2014,-1.67,12
3,2015,-1.12,12
3,2016,0.7,12
3,2017,-2.8,12
3,2018,0.35,12
3,2019,1.83,12
3,2020,-4.09,12
5,1985,-0.16,12
5,1986,0,12
5,1987,1.42,12
5,1988,-1.67,12
5,1989,-2.97,12
5,1990,-1.8,12
5,1991,-1.4,12
5,1992,3,12
5,1993,-1.01,12
5,1994,0.76,12
5,1995,-3.1,12
5,1996,-4.11,12
5,1997,1.96,12
5,1998,-0.71,12
5,1999,-2.34,12
5,2000,0.14,12
5,2001,-2.47,12
5,2002,-3.82,12
5,2003,-2.53,12
5,2004,3.64,12
5,2005,-1.29,12
5,2006,-2.39,12
5,2007,-2.27,12
5,2008,-0.75,12
5,2009,-2.88,12
5,2010,-1.67,12
5,2011,-0.97,12
5,2012,-0.61,12
5,2013,-0.43,12
5,2014,-0.94,12
5,2015,-1.43,12
5,2016,0.64,12
5,2017,-2.61,12
5,2018,0.77,12
5,2019,1.69,12
5,2020,-3.71,12
6,1985,-0.14,12
6,1986,0.52,12
6,1987,0.67,12
6,1988,-0.77,12
6,1989,-3.39,12
6,1990,1.63,12
6,1991,0.63,12
6,1992,4.14,12
6,1993,-0.49,12
6,1994,1.08,12
6,1995,-2.03,12
6,1996,-3.11,12
6,1997,0.42,12
6,1998,-0.71,12
6,1999,-1.98,12
6,2000,1.36,12
6,2001,-2.33,12
6,2002,-3.83,12
6,2003,-2.46,12
6,2004,1.22,12
6,2005,-2.2,12
6,2006,-2.49,12
6,2007,0.68,12
6,2008,-0.94,12
6,2009,-3.81,12
6,2010,-1.27,12
6,2011,-2.68,12
6,2012,-3.05,12
6,2013,-1.41,12
6,2014,-1.09,12
6,2015,-1.19,12
6,2016,-2.47,12
6,2017,-3.83,12
6,2018,1.21,12
6,2019,2.02,12
6,2020,-3.82,12
7,1985,4.69,12
7,1986,1.92,12
7,1987,0.61,12
7,1988,-0.66,12
7,1989,-3.46,12
7,1990,2.14,12
7,1991,2.27,12
7,1992,4.37,12
7,1993,-0.54,12
7,1994,2.57,12
7,1995,-1.98,12
7,1996,-2.65,12
7,1997,1.18,12
7,1998,-1.31,12
7,1999,-2.57,12
7,2000,2.66,12
7,2001,-1.68,12
7,2002,-3.37,12
7,2003,-3.49,12
7,2004,0.18,12
7,2005,-2.52,12
7,2006,-2.35,12
7,2007,-1.84,12
7,2008,-0.98,12
7,2009,-4.16,12
7,2010,-1.65,12
7,2011,-2.47,12
7,2012,-3.14,12
7,2013,-1.92,12
7,2014,1.16,12
7,2015,-0.43,12
7,2016,-1.24,12
7,2017,-4.28,12
7,2018,1,12
7,2019,2.28,12
7,2020,-4.15,12
